review_id,business_id,business_name,city,state,categories,date,stars,sentiment_label,sentiment_score,key_phrases
DpECmhxXb4oaeS-60j0J8A,grjFEAN9gXOKQFEta4yBJg,Tropical Isle Original,New Orleans,LA,"{Bars,Nightlife}",2015-05-12,4.0,mixed,0.74,"[""hand grenades"", ""Holy cow"", ""souvenir cup"", ""nice weather"", ""Jackson Square"", ""open air"", ""good atmosphere"", ""2nd drink"", ""dad"", ""way"", ""hotel"", ""place"", ""pore"", ""menu"", ""band"", ""drinks"", ""end"", ""day"", ""corner"", ""Bourbon"", ""lots"", ""indication"", ""fun"", ""bar""]"
Vy1pD_wLjp40GwOZA1anDA,gOtY7zJ1rIu6UIHXEvh5sA,Southern Candymakers,New Orleans,LA,"{Specialty Food,Food,Chocolatiers & Shops,Desserts,Shopping,Gift Shops,Candy Stores,Flowers & Gifts}",2012-11-06,5.0,mixed,0.7,"[""good praline place"", ""Imaginative concoctions"", ""Friendly staff"", ""Unlimited samples"", ""God"", ""town""]"
LNmNpXH-tHa736y2NkibBw,D2kZP7jvrWTuRzcPY6NbqA,Skyway Cafe,St. Petersburg,FL,"{Restaurants,Breakfast & Brunch}",2013-10-24,5.0,mixed,0.74,"[""morning breakfast deal"", ""banana pecan pancakes"", ""Same great food"", ""little breakfast"", ""Huge plates"", ""Skyway Jacks"", ""Skyway Cafe"", ""bovine decor"", ""local diner"", ""5 different combinations"", ""tldr"", ""Cheap"", ""service"", ""kind"", ""place"", ""opinion"", ""Everything"", ""coffee"", ""2 eggs"", ""sausage"", ""beverage"", ""work"", ""7"", ""830""]"
MLBz8yi-26Dez0wpuEyvtQ,crRUwlg4u4VLLnGcOe9Ang,Petco,Royersford,PA,"{Pets,Pet Services,Pet Stores,Pet Training,Pet Groomers}",2018-04-15,1.0,negative,0.01,"[""Worst experience"", ""line"", ""1 hour"", ""20 minutes"", ""1 shot"", ""front"", ""60 people"", ""place""]"
9eeoAUQEJDw0KYV5NPYH-A,0ZETsmrLSGWaBu1NNdcmYw,Office Depot,Richmond Heights,MO,"{Printing Services,Local Services,Shopping,Computers,Office Equipment}",2005-05-18,2.0,mixed,0.5,"[""Poor poor customer service"", ""Good luck""]"
cgppGTg8LpqZObn_k69w2Q,skN2XhKXlcjf53uIwzAedw,Burger Up - Franklin,Franklin,TN,"{Burgers,Desserts,Restaurants,Food,Salad}",2016-03-07,5.0,mixed,0.8,"[""Twelve South hipster gourmet Burger Up"", ""upscale burger experience"", ""burger-fries-shake holy trinity"", ""strip mall"", ""Cool Springs"", ""messy burgers"", ""fresh meat"", ""regular fries"", ""truffle fries"", ""paresan cheese"", ""chocolate milkshake"", ""metaphorical cherry"", ""location"", ""version"", ""goods"", ""tasty"", ""fixings"", ""top""]"
DIRohs5uJ5kqBtSwZDZ1_w,F_wIC6i5y4zdQyp99R7PdQ,Blueberry Hill Pancake House,Indianapolis,IN,"{American (Traditional),Breakfast & Brunch,Restaurants,Specialty Food,Salad,Food}",2012-01-03,4.0,positive,0.97,"[""greek owned pancake house"", ""larger chain pancake houses"", ""awesome breakfast food"", ""Freedom toast"", ""freedom fries"", ""great alternative"", ""Robert Evans"", ""IHopity hop"", ""Mr. Dennys."", ""drunken slumber"", ""bitter cold"", ""quick service"", ""energetic owner"", ""secret ingredient"", ""check"", ""problem"", ""group"", ""pleasant"", ""everything"", ""opinion"", ""chains"", ""love"", ""2""]"
zHqZ1ym04EB_4IXppIX5Eg,c7OfNRMIqAhtNOMEat3Rbg,Fellini Cafe,Newtown Square,PA,"{Italian,Restaurants}",2012-07-16,3.0,mixed,0.6,"[""mushroom cream sauce"", ""two vacant tables"", ""crusty Italian bread"", ""romantic little BYOB"", ""little bit"", ""two pieces"", ""Italian restaurant"", ""Newtown Square"", ""several areas"", ""Big portions"", ""decent prices"", ""full review"", ""Bryn Mawr"", ""memorable moments"", ""speed bumps"", ""full potential"", ""latest visit"", ""wait staff"", ""eye contact"", ""romantic meal"", ""close quarters"", ""other friend"", ""main courses"", ""usual tagliatelli"", ""tortellini pasticiatti"", ""small loaf"", ""butter packets"", ""minor hiccups"", ""gift card"", ""nice gesture"", ""caesar salad"", ""beautiful wife"", ""four kids"", ""warm plate"", ""tortellini dish"", ""other table"", ""nice place"", ""frozen peas"", ""mark"", ""Fellini"", ""Cafe"", ""reservations"", ""10 minutes"", ""2 seater"", ""Odd"", ""hours"", ""privacy"", ""manager"", ""member"", ""indication"", ""intentions"", ""bottle"", ""wine"", ""silverware"", ""problem"", ""hint"", ""smile"", ""interior"", ""lighting"", ""neighbors"", ""trouble"", ""waitress"", ""energy"", ""enthusiasm"", ""dinner"", ""bruschetta"", ""food"", ""masterpiece"", ""push"", ""everything""]"
jS3mcIVCbLPLebnaLhk5gw,vVvtWcFResspvcMMNRbYWA,Golden Corral Buffet & Grill,Port Richey,FL,"{Buffets,Restaurants,American (Traditional)}",2017-12-30,4.0,mixed,0.82,"[""late night dinner"", ""grill house station"", ""good variety"", ""young kids"", ""upper PA"", ""Two things"", ""odd requests"", ""pepper allergy"", ""different tings"", ""waiter Eric"", ""food"", ""Person"", ""experience"", ""out"", ""way"", ""type"", ""quality"", ""restaurant"", ""2 people"", ""shrimp"", ""thoughtfulness""]"
i_fJQ_-9S9qhH2hl5bMIiw,htO_nlxkEsYHzDrtbiUxew,La Colombe Coffee,Philadelphia,PA,"{Restaurants,Food,Coffee & Tea}",2006-05-02,3.0,mixed,0.35,"[""new coffee spot"", ""coffee connoisseur"", ""iced tea"", ""hot tea"", ""artsy crowd"", ""bad experience"", ""menu"", ""cup"", ""people"", ""headphones"", ""noise"", ""preference"", ""servers"", ""tables""]"
VN0oJh0TD2yKWUg0EN6IzA,Zx7n8mdt8OzLRXVzolXNhQ,Milk and Honey Nashville,Nashville,TN,"{American (New),Restaurants,American (Traditional),Food,Breakfast & Brunch,Coffee & Tea,Pizza}",2017-10-11,5.0,mixed,0.69,"[""best hot sauce"", ""honey hot sauce"", ""chill waiter"", ""shoutout"", ""kyle"", ""raise"", ""ages"", ""milk"", ""life"", ""biscuits"", ""heaven"", ""friends""]"
7ouwt0DtmhHxjQpDwDkN7Q,JUlsvVAvZvGHWFfkKm0nlg,El Camino Real,Philadelphia,PA,"{Mexican,Tex-Mex,Restaurants,Barbeque}",2010-03-12,3.0,mixed,0.4,"[""El Camino"", ""one occasion"", ""other thing"", ""fried things"", ""seitan wings"", ""seitan nachos"", ""fried pickles"", ""service"", ""house"", ""friends"", ""food"", ""rest"", ""coating"", ""taste"", ""margaritas""]"
P7okF5jBUnQ0Ng1dOShJyg,u-w0dEUZAUF3JyGS_-KiTQ,Black 13 Tattoo Parlor,Nashville,TN,"{Tattoo,Beauty & Spas}",2013-03-18,5.0,positive,0.99,"[""Excellent place"", ""great sketch"", ""short notice"", ""awesome work"", ""tattoo"", ""B13"", ""group"", ""people"", ""owner"", ""Amanda"", ""everyone""]"
w5aB9esyhoCh0cNnltqv_w,arpAjDjebOzjwwysIGIwAg,Tropical Nails,Philadelphia,PA,"{Beauty & Spas,Nail Salons}",2016-09-30,1.0,mixed,0.18,"[""new nail place"", ""nail salon"", ""experienced technician"", ""first time"", ""two days"", ""gel polish"", ""regular polish"", ""Grant Nails"", ""good nails"", ""different owner"", ""years"", ""Tom"", ""Amy"", ""Angela"", ""one"", ""mess"", ""problem""]"
Bhn9WcAe2rO26HT-TLKK_Q,dJfkfBbJz7wi0RgW-ph_Eg,Sake House,Tampa,FL,"{Restaurants,Sushi Bars,Japanese}",2017-10-02,1.0,mixed,0.1,"[""absolute worst dining experience"", ""15 month old son"", ""one other table"", ""simple ice water"", ""third table"", ""one cup"", ""one chef"", ""other tables"", ""other reviews"", ""other place"", ""negative stars"", ""Sake House"", ""esp families"", ""sushi date"", ""simple roll"", ""hot Sake"", ""5/10 minutes"", ""hospitality industry"", ""second language"", ""fussy/hungry toddler"", ""single mother"", ""busy mother"", ""shitty service"", ""cold Sake"", ""antsy son"", ""free drink"", ""$6 drink"", ""zero"", ""way"", ""4pm"", ""lemon"", ""Waiter"", ""food"", ""order"", ""2 hours"", ""everyone"", ""time"", ""check"", ""years"", ""English"", ""issue"", ""baby"", ""money""]"
lEdYIh_Pd3g5oPCy8MNL6Q,jxfAi7UDmtbhyPw7ZsfKVw,Fellini Cafe of Media,Media,PA,"{Desserts,Event Planning & Services,Sandwiches,Restaurants,Food,Italian,Venues & Event Spaces}",2017-11-06,5.0,positive,0.88,"[""best Italian cuisine"", ""first choice"", ""huge selection"", ""dinner"", ""foods"", ""type"", ""person"", ""staff"", ""needs"", ""restaurant"", ""opinion"", ""Fellinis"", ""media""]"
FUxvrj8f5YQdAJrUzZFdSQ,BJphaOPeTtqUFF5pauQEhw,Los Caballos Locos,Philadelphia,PA,"{Salvadoran,Desserts,Mexican,Restaurants,Food,Southern,Latin American}",2015-09-10,5.0,positive,0.9,"[""southern Latin food"", ""game changer"", ""place"", ""neighborhood"", ""take"", ""family""]"
Blzra0ClBO8mORAnUCk5Xg,fBNjTSdPJ1mtTzIHYpQnDw,Future Nails,Tampa,FL,"{Beauty & Spas,Nail Salons}",2018-09-03,1.0,negative,0.01,"[""yellowed OLD newspapers"", ""dusty fake tree"", ""Lehigh Acres location"", ""ZERO STARS"", ""waiting area"", ""one week"", ""MY FUTURE"", ""place"", ""top"", ""Jenna"", ""nails"", ""TWO"", ""repairs"", ""time"", ""money""]"
oto8Mqazg6SV63g2hJx7LQ,oBhJuukGRqPVvYBfTkhuZA,Square 1682,Philadelphia,PA,"{American (New),Breakfast & Brunch,Bars,Nightlife,Restaurants}",2010-05-16,2.0,mixed,0.24,"[""best hummus ive"", ""lemon hummus"", ""good stuff"", ""kimpton restaurant"", ""nightcap"", ""bar"", ""drinks"", ""pita"", ""brunch"", ""45 minutes"", ""food"", ""hair"", ""manager"", ""check"", ""breakfast"", ""disappointment""]"
pIFGqL210EybhN6t0Jtzjw,OfI4DC1DVCJ92XcLdFBMFg,Harkins Theatres  Tucson Spectrum 18,Tucson,AZ,"{Cinema,Arts & Entertainment}",2018-07-17,4.0,mixed,0.67,"[""necessary updates"", ""other theaters"", ""student discount"", ""same perks"", ""two theaters"", ""Roadhouse theater"", ""heated seats"", ""entire theater"", ""staff service"", ""reason"", ""star"", ""seating"", ""12 bucks"", ""liners"", ""chef"", ""pricing"", ""one""]"
MIvAWbDNBsj5veOvsftNgw,z6SVTb9eFIcWVpKXIfFEvQ,Kingsway Mall,Edmonton,AB,"{Shopping,Shopping Centers}",2008-12-03,4.0,mixed,0.56,"[""little shopping fix"", ""New York Fries"", ""Poppin' pop corn"", ""Bad Ass Jack"", ""West Ed."", ""Club Monaco"", ""American Eagle"", ""other shops"", ""Orange Julius"", ""Booster Juice"", ""Extreme Pita"", ""other choices"", ""dollar store"", ""movie theatre"", ""food court"", ""Kingsway"", ""crowds"", ""lululemon"", ""Jacob"", ""Danier"", ""Gap"", ""variety"", ""past"", ""people"", ""halls"", ""ton"", ""seating"", ""Zellers"", ""Sears"", ""Bay"", ""mall""]"
8KsAOhkgxmRVL_xqcOh0oQ,VeqkfRUzZAKlQer3npXPdQ,New India's Kitchen,Ballwin,MO,"{Restaurants,Indian,Buffets,Diners,Pakistani}",2013-09-04,1.0,mixed,0.32,"[""favourite Indian"", ""St Louis"", ""Indias Kitchen"", ""old boot"", ""naan bread"", ""nice thing"", ""goat curry"", ""Spice"", ""Grill"", ""Olive"", ""Husband"", ""change"", ""portion"", ""sauce"", ""salt"", ""tomato"", ""rice""]"
4MsqB18bYyuf0JnDzhKEsg,TghRoAMx43V-9l7mH-SENg,Crabby Bills Clearwater Beach,Clearwater Beach,FL,"{Food,Seafood,Restaurants,American (Traditional),Specialty Food,Seafood Markets}",2012-09-11,4.0,mixed,0.41,"[""one other person"", ""best fresh seafood"", ""long day"", ""quick walk"", ""Crabby Bill"", ""steamed seafood"", ""quick snack"", ""big dinner"", ""Steak House"", ""seafood restaurants"", ""Clearwater Beach"", ""area"", ""yelping"", ""hand"", ""street"", ""$25 bucket"", ""Bern"", ""reservation""]"
7Ki1tkHP23P2i--9qsTRdg,IbndcMURguByburM72o3SA,State Street Kitchen,Newtown,PA,"{Korean,American (Traditional),Sandwiches,Cheesesteaks,Restaurants,Coffee & Tea,Breakfast & Brunch,Food}",2013-10-24,5.0,positive,1.0,"[""first rate creative dishes"", ""State Street Kitchen"", ""Honey Mustard Sub"", ""excellent local establishment"", ""constant breakfast companion"", ""Grilled Chicken"", ""Jalapeno Chips"", ""spicy crunch"", ""present Micha"", ""friendly staff"", ""lunch date"", ""Korean flare"", ""Spinach"", ""Swiss"", ""notch"", ""afternoon"", ""autumn"", ""bluster"", ""taste"", ""home"", ""way"", ""part"", ""family""]"
NqLiYY3UYyMJMMf8HL6zdw,5v9Voa4a5MON7mAQO3gV3A,Montesano Bros Trattoria & Catering,Chester Springs,PA,"{Sandwiches,Caterers,Beer Gardens,Event Planning & Services,Nightlife,Italian,Restaurants}",2018-07-17,5.0,positive,0.99,"[""awesome place"", ""good food"", ""nice people"", ""rotating specials"", ""Chicken salad"", ""great pickup"", ""sandwiches"", ""home""]"
YJU56J3q7mWp89xZ4H51tQ,Nd_3fSvYDCjM8YJdBx4Y9w,Melt Down Grilled Cheese,Wayne,PA,"{Restaurants,Desserts,Comfort Food,Sandwiches,Food}",2013-08-15,4.0,mixed,0.6,"[""The Honey Apple grilled cheese sandwich"", ""cheese lover"", ""The Meltdown"", ""other shops"", ""life"", ""staff"", ""decor"", ""food"", ""Montgomeryville"", ""service"", ""server"", ""customer"", ""soup""]"
TunQqLbhPJDpncASCgkxmA,jtsckI_01hlbGLpEFwJu0A,Buff Beauty Bar,New Orleans,LA,"{Hair Removal,Waxing,Beauty & Spas,Nail Salons,Blow Dry/Out Services,Makeup Artists,Day Spas,Hair Salons}",2013-03-18,2.0,mixed,0.5,"[""crisp, perfect line"", ""same nail techinician"", ""adorable little salon"", ""little extra time"", ""little bit"", ""downtown/ CBD"", ""GREAT job"", ""ONE CHIP"", ""other stylists"", ""front desk"", ""great vibe"", ""first visit"", ""most places"", ""6am flight"", ""Wednesday morning"", ""nail technician"", ""first appointment"", ""30 minute appointment"", ""Mini Manicure"", ""gel manicure"", ""everyday manicure"", ""q- tip"", ""lunch hour"", ""Monday afternoon"", ""OPI polish"", ""proper brush"", ""yelp"", ""fact"", ""nails"", ""manager"", ""owner"", ""person"", ""french"", ""wedding"", ""order"", ""lines"", ""others"", ""edges"", ""work"", ""complaint"", ""par"", ""friends"", ""product"", ""somewhere""]"
NDZ6O3b3eCjFk2Yg5k01MA,ffvS2BlFwQra5FTPNk5N2g,Arber Cafè,Saint Louis,MO,"{Cafes,Ethnic Food,Specialty Food,Italian,Desserts,Food,Restaurants,Coffee & Tea,Mediterranean}",2013-01-27,1.0,mixed,0.3,"[""rave review"", ""close friends"", ""date night"", ""Twlight Zone"", ""private party"", ""open sign"", ""Hubby"", ""establishment"", ""try"", ""Saturday"", ""8pm"", ""someone"", ""door"", ""people"", ""11pm"", ""everyone"", ""woman"", ""bar"", ""HUH"", ""something""]"
AjFLTLBbVJOuN_JFzSE4OA,1T9F7iLDFAYWJvif1RKneg,Saigon Restaurant,Indianapolis,IN,"{Restaurants,Food,Vietnamese}",2016-05-31,5.0,positive,1.0,"[""Awesome food"", ""papaya salad"", ""curry"", ""service""]"
JjaYSiafHTLkeqO4hBcLoA,6VsOcLvDttT2BsCttVHoUw,Music City Dental,Nashville,TN,"{Cosmetic Dentists,General Dentistry,Dentists,Health & Medical}",2015-06-08,5.0,mixed,0.6,"[""new dental insurance"", ""Music City Dental"", ""Dr. Spurlin"", ""pleasant experience"", ""permanent patient"", ""dentist"", ""network"", ""staff"", ""times"", ""filling"", ""shots"", ""pillow"", ""blanket"", ""choice"", ""movie""]"
1CvkiydhF66ha7G6BG2moQ,m1EGAIfFEN9nG2_bJqnAcQ,Sushi Minato,Reno,NV,"{Sushi Bars,Japanese,Restaurants}",2015-04-01,4.0,mixed,0.51,"[""horrible angst"", ""la carte"", ""total cost"", ""particular day"", ""long roll"", ""hand roll"", ""late lunch"", ""chocolate mochi"", ""sushi"", ""AYCE"", ""weekend"", ""drink"", ""love"", ""things"", ""tip"", ""belly"", ""one"", ""point"", ""plan"", ""rolls"", ""surprise""]"
fZEWAKvwfbWYHP6ZJRPiVw,TldgQUtim0bm5VZr-Rpqfw,Office Depot,Sparks,NV,"{Shopping,Office Equipment}",2014-02-24,5.0,mixed,0.42,"[""many other places"", ""negative reviews"", ""5 mins"", ""something"", ""employees"", ""store"", ""area"", ""business""]"
PP1zi-lfIa0kiwQjPNpDTA,Y0JF1UN7pfWJ-GuzuVXM0g,New York Pizza,New Orleans,LA,"{Restaurants,Pizza,Nightlife,Italian,Bars}",2016-09-30,5.0,positive,0.99,"[""Best Pizza period"", ""fresh beer"", ""staff"", ""taps"", ""slice"", ""5 bucks""]"
pcXlNwB-MNugVS7I0vBp_A,Oun4NN-u5yiHIxDqtJnxgA,Federal Donuts,Philadelphia,PA,"{Restaurants,Korean,American (Traditional),Breakfast & Brunch,Donuts,Food,Coffee & Tea}",2013-04-11,5.0,mixed,0.21,"[""buttermilk ranch"", ""iced coffee"", ""Federal Donuts"", ""hype"", ""reputation"", ""vegetarian"", ""husband"", ""chicken"", ""favorite"", ""staff""]"
ycnrk17MxCkAsjKocEg3bg,HCbJPXWXvwN-C7XfmVy3gA,Granite City Food & Brewery,Indianapolis,IN,"{Desserts,Breweries,Breakfast & Brunch,Restaurants,Barbeque,American (New),Food,American (Traditional)}",2017-01-02,3.0,mixed,0.42,"[""Chicken Bruchetta salad"", ""French Onion Soup"", ""light flight"", ""heavy meal"", ""Light beers"", ""hoppy beers"", ""same thing"", ""citrus undertones"", ""lunch time"", ""lunch size"", ""food"", ""5 stars"", ""brewhouse"", ""taste"", ""boyfriend"", ""hops"", ""disclaimer"", ""VT"", ""portion"", ""brews""]"
QOvpBY03WUgMRypyC_r2zA,WO5nr-4sjVs506BdCLL0aA,Kuchi Sushi & Hibachi,Tampa,FL,"{Restaurants,Japanese,Asian Fusion,Sushi Bars,Teppanyaki}",2016-10-26,5.0,positive,0.89,"[""dry ice fog thing"", ""Awesome service"", ""food"", ""layer"", ""coolness"", ""experience""]"
Wd1N0MxCvwA9EHH7pkon8A,OINbC0rpDVJ5bfxt3LO9fw,Li'l Dizzy's Cafe,New Orleans,LA,"{Restaurants,Cajun/Creole}",2018-02-11,5.0,positive,0.99,"[""delicious, home style New Orleans cuisine"", ""a la carte"", ""favorite meal"", ""afternoon"", ""table"", ""buffet"", ""trip""]"
g8bYpcVdj3tItU7v3ntOzQ,Zx7n8mdt8OzLRXVzolXNhQ,Milk and Honey Nashville,Nashville,TN,"{American (New),Restaurants,American (Traditional),Food,Breakfast & Brunch,Coffee & Tea,Pizza}",2018-05-28,4.0,mixed,0.79,"[""great menu options"", ""great restaurant"", ""great bakery"", ""delicious food"", ""gelato counter"", ""instant service"", ""people"", ""town"", ""breakfast"", ""brunch"", ""weekends"", ""9:30 AM"", ""coffee"", ""items""]"
nAx6LHi2qcvh1Rg9MaqckA,jxfAi7UDmtbhyPw7ZsfKVw,Fellini Cafe of Media,Media,PA,"{Desserts,Event Planning & Services,Sandwiches,Restaurants,Food,Italian,Venues & Event Spaces}",2018-08-04,3.0,mixed,0.28,"[""EXACT amount"", ""food critic"", ""service"", ""average"", ""waitress"", ""coins"", ""change"", ""customers"", ""lots"", ""time"", ""tip"", ""part"", ""standard"", ""Flabbergasted""]"
A-AIvNIGCwUplBhjd2OMhg,kZtl_NJjUnlIQgzFrBhXyQ,Ichiban,Santa Barbara,CA,"{Restaurants,Japanese,Sushi Bars}",2017-02-19,3.0,mixed,0.57,"[""Mesa rolls"", ""sushi"", ""fav"", ""4stars"", ""estimations"", ""pick"", ""ups""]"
4euQ70qJhaHbkG_iiAEDiA,EtKSTHV5Qx_Q7Aur9o4kQQ,Village Whiskey,Philadelphia,PA,"{Bars,Nightlife,Whiskey Bars,Burgers,Restaurants,American (New)}",2017-07-08,5.0,positive,0.96,"[""Best burger"", ""right place"", ""The"", ""Philly"", ""bread"", ""meat"", ""service"", ""amiable"", ""price"", ""everybody""]"
bd5QvdMJJYPWK535BMJp1w,j8JOZvfeHEfUWq3gEz6ABQ,Bacchanal Fine Wine & Spirits,New Orleans,LA,"{Jazz & Blues,Bars,Arts & Entertainment,Beer,Wine & Spirits,Wine Bars,Food,Nightlife}",2014-11-12,3.0,mixed,0.5,"[""Great hangout"", ""bacon-wrapped dates"", ""brussel sprouts"", ""wine"", ""cheese"", ""music"", ""food"", ""sardines"", ""prime""]"
NhbTHrDA_z1QF6L6BhmFiA,TLZ3-eDPLhUzfsWO4ad6Ug,Mahony's Po-Boys & Seafood,New Orleans,LA,"{Restaurants,Seafood,Cajun/Creole}",2018-08-23,4.0,positive,0.99,"[""Excellent tasting Po-Boys"", ""mire catfish"", ""Service""]"
h0N47vwJhQMBH9mscX9zhw,hn3Rg2JrhQoDJBEhrpuwWg,Granite City Food & Brewery,Franklin,TN,"{Food,American (New),Brewpubs,Breakfast & Brunch,Restaurants,Breweries,American (Traditional)}",2013-12-06,1.0,mixed,0.28,"[""dry turkey patty"", ""turkey burger"", ""Three chances"", ""asian shrimp"", ""First visit"", ""new restaurant"", ""second visit"", ""lone piece"", ""ground meat"", ""chicken salad"", ""place"", ""location"", ""bar"", ""staff"", ""dish"", ""bugs"", ""buns"", ""credit"", ""manager"", ""meal"", ""fish"", ""chips"", ""box"", ""axles""]"
Cy_WWfu-uUYpWJDmK_GHXg,TfcpJBiFNnDaochnmp4M2Q,The Garden Brunch Cafe,Nashville,TN,"{Cafes,Restaurants,American (Traditional),Breakfast & Brunch}",2013-12-29,4.0,mixed,0.82,"[""Quaint cafe"", ""Jefferson St."", ""bottomless mimosas"", ""charcoal burnt"", ""Wonderful variety"", ""Sunday afternoon"", ""10 minute wait"", ""Great menu"", ""location"", ""blackened"", ""fish"", ""grits"", ""fear"", ""table""]"
rIJDL05VdmSgnTDeqOJV7g,OUuUc_qERdvTrnpj1vSLaw,Taco Del Mar,New Orleans,LA,"{Mexican,Restaurants}",2014-04-20,4.0,positive,0.86,"[""Taco del Mar"", ""similar feel"", ""taco place"", ""medium\"" salsa"", ""veggie burrito"", ""TdM"", ""Subway"", ""quality"", ""ingredients"", ""vegetarian"", ""plenty"", ""options"", ""lots"", ""veggies"", ""chips"", ""Delgado""]"
